0;0;0;0;land;false;unknown;0
1;175;145;249;land;true;mountain;1
2;221;134;186;land;true;plains;1
3;198;214;139;land;false;hills;1
4;250;207;112;land;false;mountain;1
5;245;227;102;land;false;hills;1
6;139;178;209;land;false;mountain;1
7;249;137;122;land;true;plains;1
8;225;227;92;land;false;forest;1
9;251;214;86;land;false;mountain;1
10;253;139;113;land;false;plains;1
11;229;195;238;land;false;forest;1
12;232;219;91;land;false;plains;1
13;155;171;184;land;false;forest;1
14;161;140;216;land;false;hills;1
15;223;178;113;land;false;mountain;1
16;243;144;221;land;false;mountain;1
17;150;197;165;land;true;plains;1
18;239;34;251;land;false;hills;1
19;224;247;217;land;false;plains;1
20;200;99;251;land;true;plains;1
21;227;129;175;land;false;hills;1
22;221;102;190;land;false;mountain;1
23;155;209;201;land;false;plains;1
24;201;232;91;land;true;mountain;1
25;213;174;148;land;false;mountain;1
26;235;185;216;land;false;mountain;1
27;241;130;230;land;false;plains;1
28;219;107;189;land;false;plains;1
29;213;156;148;land;true;plains;1
30;217;246;241;land;false;mountain;1
31;175;171;222;land;false;urban;1
32;238;203;127;land;false;mountain;1
33;66;248;199;land;false;mountain;1
34;131;207;241;land;false;mountain;1
35;116;254;141;land;true;mountain;1
36;245;193;94;land;false;plains;1
37;201;119;246;land;false;plains;1
38;238;207;233;land;false;mountain;1
39;242;84;214;land;false;hills;1
40;159;236;163;land;false;forest;1
41;230;176;185;land;false;mountain;1
42;162;166;244;land;false;mountain;1
43;127;189;200;land;false;mountain;1
44;87;181;234;land;false;hills;1
45;95;237;213;land;false;hills;1
46;196;170;203;land;false;mountain;1
47;228;54;222;land;false;mountain;1
48;188;130;201;land;false;mountain;1
49;215;208;190;land;false;mountain;1
50;161;248;104;land;false;forest;1
51;238;243;97;land;false;hills;1
52;245;225;39;land;false;hills;1
53;96;210;234;land;false;mountain;1
54;215;222;134;land;false;forest;1
55;245;218;186;land;false;hills;1
56;152;193;253;land;false;forest;1
57;142;246;200;land;false;plains;1
58;122;205;214;land;false;hills;1
59;243;223;46;land;true;plains;1
60;173;103;247;land;false;forest;1
61;219;220;176;land;false;plains;1
62;250;136;182;land;false;plains;1
63;145;234;191;land;false;hills;1
64;191;200;250;land;false;forest;1
65;177;119;210;land;false;forest;1
66;221;244;237;land;false;plains;1
67;253;133;146;land;false;plains;1
68;139;152;224;land;false;mountain;1
69;148;157;218;land;false;mountain;1
70;146;221;149;land;false;mountain;1
71;193;217;120;land;false;forest;1
72;247;202;173;land;false;plains;1
73;120;238;194;land;false;forest;1
74;142;254;124;land;false;hills;1
75;152;110;251;land;false;plains;1
76;204;238;167;land;false;plains;1
77;210;240;59;land;false;plains;1
78;143;237;211;land;false;forest;1
79;235;121;241;land;false;mountain;1
80;238;252;14;land;false;plains;1
81;205;132;253;land;false;forest;1
82;252;107;157;land;false;mountain;1
83;115;229;161;land;false;hills;1
84;169;233;229;land;false;mountain;1
85;253;132;188;land;false;forest;1
86;218;224;152;land;false;plains;1
87;110;210;240;land;false;forest;1
88;241;51;216;land;false;hills;1
89;131;241;235;land;false;mountain;1
90;229;187;201;land;false;plains;1
91;112;163;231;land;false;forest;1
92;245;188;140;land;false;forest;1
93;176;153;176;land;false;plains;1
94;222;143;200;land;false;forest;1
95;245;227;219;land;false;urban;1
96;110;250;178;land;false;forest;1
97;174;222;220;land;false;forest;1
98;115;250;203;land;false;mountain;1
99;194;235;137;land;true;plains;1
100;238;144;197;land;true;plains;1
101;242;100;196;land;false;mountain;1
102;101;204;244;land;false;plains;1
103;237;183;88;land;false;forest;1
104;116;235;170;land;false;mountain;1
105;87;230;241;land;false;plains;1
106;175;181;231;land;false;hills;1
107;152;236;226;land;true;mountain;1
108;221;113;222;land;false;forest;1
109;241;183;150;land;false;hills;1
110;222;181;99;land;false;hills;1
111;180;230;164;land;false;forest;1
112;55;242;233;land;false;plains;1
113;178;181;224;land;false;forest;1
114;98;202;208;land;false;mountain;1
115;219;243;194;land;false;mountain;1
116;114;209;181;land;false;forest;1
117;253;153;162;land;false;mountain;1
118;210;147;196;land;false;plains;1
119;216;71;251;land;false;plains;1
120;177;134;191;land;false;hills;1
121;230;161;120;land;false;mountain;1
122;180;210;177;land;false;hills;1
123;215;223;227;land;false;hills;1
124;226;223;120;land;false;hills;1
125;151;211;140;land;false;hills;1
